Time (s),Frame,Event
18.80,1109,Person 2138 Walking
18.80,1109,Crowded Scene (14 people)
18.81,1110,Person 1927 Walking
18.81,1110,Vehicle 2059 Stopping
18.81,1110,Person 2130 Walking
18.81,1110,Person 1971 Walking
18.81,1110,Crowded Scene (14 people)
18.83,1111,Vehicle 2059 Stopping
18.83,1111,Person 2122 Walking
18.83,1111,Person 1971 Walking
18.83,1111,Crowded Scene (14 people)
18.85,1112,Person 1927 Walking
18.85,1112,Person 1950 Walking
18.85,1112,Vehicle 2059 Stopping
18.85,1112,Person 2119 Walking
18.85,1112,Person 2122 Walking
18.85,1112,Person 2130 Walking
18.85,1112,Person 2138 Walking
18.85,1112,Person 1971 Walking
18.85,1112,Crowded Scene (14 people)
18.86,1113,Vehicle 2059 Stopping
18.86,1113,Person 2122 Walking
18.86,1113,Person 2138 Walking
18.86,1113,Person 1971 Walking
18.86,1113,Person 2064 Walking
18.86,1113,Crowded Scene (17 people)
18.88,1114,Vehicle 2059 Stopping
18.88,1114,Person 2119 Walking
18.88,1114,Person 2138 Walking
18.88,1114,Person 1971 Walking
18.88,1114,Person 2170 Walking
18.88,1114,Person 2064 Walking
18.88,1114,Crowded Scene (16 people)
18.90,1115,Person 2040 Walking
18.90,1115,Vehicle 2059 Stopping
18.90,1115,Person 2119 Walking
18.90,1115,Person 2138 Walking
18.90,1115,Person 2170 Walking
18.90,1115,Person 2064 Walking
18.90,1115,Crowded Scene (15 people)
18.92,1116,Person 2040 Walking
18.92,1116,Person 1927 Walking
18.92,1116,Vehicle 2059 Stopping
18.92,1116,Person 2119 Walking
18.92,1116,Person 2154 Walking
18.92,1116,Person 2170 Walking
18.92,1116,Person 2130 Walking
18.92,1116,Crowded Scene (17 people)
18.93,1117,Vehicle 2059 Stopping
18.93,1117,Person 2119 Walking
18.93,1117,Person 2170 Walking
18.93,1117,Crowded Scene (17 people)
18.95,1118,Person 1927 Walking
18.95,1118,Vehicle 2059 Stopping
18.95,1118,Person 2119 Walking
18.95,1118,Person 2170 Walking
18.95,1118,Crowded Scene (17 people)
18.97,1119,Person 2040 Walking
18.97,1119,Person 1927 Walking
18.97,1119,Person 1950 Walking
18.97,1119,Vehicle 2059 Stopping
18.97,1119,Person 2119 Walking
18.97,1119,Person 2122 Walking
18.97,1119,Person 2145 Walking
18.97,1119,Crowded Scene (15 people)
18.98,1120,Person 2040 Walking
18.98,1120,Person 1927 Walking
18.98,1120,Person 1950 Walking
18.98,1120,Vehicle 2059 Stopping
18.98,1120,Person 2122 Walking
18.98,1120,Person 2130 Walking
18.98,1120,Crowded Scene (15 people)
19.00,1121,Person 2040 Walking
19.00,1121,Person 1927 Walking
19.00,1121,Person 1950 Walking
19.00,1121,Vehicle 2059 Stopping
19.00,1121,Person 2145 Walking
19.00,1121,Person 2171 Walking
19.00,1121,Crowded Scene (15 people)
19.02,1122,Person 1927 Walking
19.02,1122,Vehicle 2059 Stopping
19.02,1122,Person 2122 Walking
19.02,1122,Person 2171 Walking
19.02,1122,Crowded Scene (15 people)
19.03,1123,Vehicle 2059 Stopping
19.03,1123,Person 2138 Walking
19.03,1123,Person 2171 Walking
19.03,1123,Crowded Scene (14 people)
19.05,1124,Vehicle 2059 Stopping
19.05,1124,Person 2119 Walking
19.05,1124,Person 2171 Walking
19.05,1124,Person 2154 Walking
19.05,1124,Crowded Scene (14 people)
19.07,1125,Vehicle 2059 Stopping
19.07,1125,Person 2119 Walking
19.07,1125,Person 2171 Walking
19.07,1125,Crowded Scene (13 people)
19.08,1126,Vehicle 2059 Stopping
19.08,1126,Person 2171 Walking
19.08,1126,Person 2179 Walking
19.08,1126,Person 2154 Walking
19.08,1126,Crowded Scene (13 people)
19.10,1127,Person 1950 Walking
19.10,1127,Vehicle 2059 Stopping
19.10,1127,Crowded Scene (14 people)
19.12,1128,Person 1950 Walking
19.12,1128,Vehicle 2059 Stopping
19.12,1128,Crowded Scene (14 people)
19.14,1129,Person 1950 Walking
19.14,1129,Vehicle 2059 Stopping
19.14,1129,Person 2119 Walking
19.14,1129,Person 2179 Walking
19.14,1129,Crowded Scene (14 people)
19.15,1130,Person 1950 Walking
19.15,1130,Vehicle 2059 Stopping
19.15,1130,Person 2119 Walking
19.15,1130,Person 2130 Walking
19.15,1130,Person 2154 Walking
19.15,1130,Crowded Scene (14 people)
19.17,1131,Person 1950 Walking
19.17,1131,Vehicle 2059 Stopping
19.17,1131,Person 2119 Walking
19.17,1131,Person 2154 Walking
19.17,1131,Crowded Scene (14 people)
19.19,1132,Person 1950 Walking
19.19,1132,Vehicle 2059 Stopping
19.19,1132,Person 2179 Walking
19.19,1132,Person 2154 Walking
19.19,1132,Crowded Scene (16 people)
19.20,1133,Vehicle 2059 Stopping
19.20,1133,Crowded Scene (16 people)
19.22,1134,Vehicle 2059 Stopping
19.22,1134,Person 2154 Walking
19.22,1134,Crowded Scene (16 people)
19.24,1135,Vehicle 2059 Stopping
19.24,1135,Person 2130 Walking
19.24,1135,Crowded Scene (16 people)
19.25,1136,Vehicle 2059 Stopping
19.25,1136,Person 2119 Walking
19.25,1136,Person 2064 Walking
19.25,1136,Person 2130 Walking
19.25,1136,Crowded Scene (16 people)
19.27,1137,Vehicle 2059 Stopping
19.27,1137,Person 2119 Walking
19.27,1137,Crowded Scene (17 people)
19.29,1138,Vehicle 2059 Stopping
19.29,1138,Person 2111 Walking
19.29,1138,Person 2119 Walking
19.29,1138,Person 2248 Walking
19.29,1138,Person 2138 Walking
19.29,1138,Crowded Scene (17 people)
19.31,1139,Person 1950 Walking
19.31,1139,Vehicle 2059 Stopping
19.31,1139,Person 2179 Walking
19.31,1139,Vehicle 2183 Stopping
19.31,1139,Person 2248 Walking
19.31,1139,Crowded Scene (17 people)
19.32,1140,Person 1950 Walking
19.32,1140,Vehicle 2059 Stopping
19.32,1140,Person 2119 Walking
19.32,1140,Person 2179 Walking
19.32,1140,Vehicle 2183 Stopping
19.32,1140,Person 2248 Walking
19.32,1140,Crowded Scene (17 people)
19.34,1141,Vehicle 2059 Stopping
19.34,1141,Person 2111 Walking
19.34,1141,Person 2179 Walking
19.34,1141,Vehicle 2183 Stopping
19.34,1141,Crowded Scene (17 people)
19.36,1142,Vehicle 2059 Stopping
19.36,1142,Vehicle 2183 Stopping
19.36,1142,Crowded Scene (18 people)
19.37,1143,Vehicle 2059 Stopping
19.37,1143,Person 2064 Walking
19.37,1143,Person 2179 Walking
19.37,1143,Vehicle 2183 Stopping
19.37,1143,Person 2252 Walking
19.37,1143,Person 2265 Walking
19.37,1143,Crowded Scene (18 people)
19.39,1144,Vehicle 2059 Stopping
19.39,1144,Person 2145 Walking
19.39,1144,Vehicle 2183 Stopping
19.39,1144,Person 2252 Walking
19.39,1144,Crowded Scene (18 people)
19.41,1145,Vehicle 2059 Stopping
19.41,1145,Vehicle 2183 Stopping
19.41,1145,Person 2154 Walking
19.41,1145,Crowded Scene (17 people)
19.42,1146,Person 1950 Walking
19.42,1146,Vehicle 2059 Stopping
19.42,1146,Person 2179 Walking
19.42,1146,Vehicle 2183 Stopping
19.42,1146,Person 2154 Walking
19.42,1146,Person 2267 Walking
19.42,1146,Crowded Scene (17 people)
19.44,1147,Person 1950 Walking
19.44,1147,Vehicle 2059 Stopping
19.44,1147,Person 2145 Walking
19.44,1147,Person 2064 Walking
19.44,1147,Vehicle 2183 Stopping
19.44,1147,Person 2237 Walking
19.44,1147,Person 2248 Walking
19.44,1147,Crowded Scene (17 people)
19.46,1148,Person 1950 Walking
19.46,1148,Vehicle 2059 Stopping
19.46,1148,Person 2064 Walking
19.46,1148,Vehicle 2183 Stopping
19.46,1148,Person 2154 Walking
19.46,1148,Person 2237 Walking
19.46,1148,Crowded Scene (17 people)
19.47,1149,Vehicle 2059 Stopping
19.47,1149,Vehicle 2183 Stopping
19.47,1149,Crowded Scene (16 people)
19.49,1150,Vehicle 2059 Stopping
19.49,1150,Vehicle 2183 Stopping
19.49,1150,Crowded Scene (15 people)
19.51,1151,Vehicle 2059 Stopping
19.51,1151,Vehicle 2183 Stopping
19.51,1151,Crowded Scene (15 people)
19.53,1152,Person 2064 Walking
19.53,1152,Vehicle 2183 Stopping
19.53,1152,Crowded Scene (15 people)
19.54,1153,Vehicle 2183 Stopping
19.54,1153,Crowded Scene (15 people)
19.56,1154,Person 2064 Walking
19.56,1154,Vehicle 2183 Stopping
19.56,1154,Person 2138 Walking
19.56,1154,Person 2130 Walking
19.56,1154,Person 2111 Walking
19.56,1154,Crowded Scene (18 people)
19.58,1155,Person 2138 Walking
19.58,1155,Crowded Scene (17 people)
19.59,1156,Person 2179 Walking
19.59,1156,Person 2138 Walking
19.59,1156,Crowded Scene (17 people)
19.61,1157,Crowded Scene (17 people)
19.63,1158,Person 2111 Walking
19.63,1158,Crowded Scene (17 people)
19.64,1159,Person 2130 Walking
19.64,1159,Person 2111 Walking
19.64,1159,Crowded Scene (17 people)
19.66,1160,Person 2294 Walking
19.66,1160,Person 2130 Walking
19.66,1160,Crowded Scene (16 people)
19.68,1161,Person 2265 Walking
19.68,1161,Crowded Scene (18 people)
19.69,1162,Person 2292 Walking
19.69,1162,Person 2138 Walking
19.69,1162,Crowded Scene (19 people)
19.71,1163,Crowded Scene (19 people)
19.73,1164,Person 2179 Walking
19.73,1164,Crowded Scene (18 people)
19.75,1165,Person 2138 Walking
19.75,1165,Person 2316 Walking
19.75,1165,Crowded Scene (20 people)
19.76,1166,Person 2292 Walking
19.76,1166,Person 2130 Walking
19.76,1166,Person 2138 Walking
19.76,1166,Crowded Scene (19 people)
19.78,1167,Person 2237 Walking
19.78,1167,Person 2252 Walking
19.78,1167,Person 2292 Walking
19.78,1167,Person 2138 Walking
19.78,1167,Crowded Scene (20 people)
19.80,1168,Person 2292 Walking
19.80,1168,Person 2130 Walking
19.80,1168,Person 2138 Walking
19.80,1168,Crowded Scene (20 people)
19.81,1169,Person 2153 Walking
19.81,1169,Person 2130 Walking
19.81,1169,Crowded Scene (18 people)
19.83,1170,Person 2252 Walking
19.83,1170,Person 2292 Walking
19.83,1170,Person 2111 Walking
19.83,1170,Crowded Scene (19 people)
19.85,1171,Person 2292 Walking
19.85,1171,Crowded Scene (19 people)
19.86,1172,Person 2145 Walking
19.86,1172,Person 2252 Walking
19.86,1172,Crowded Scene (19 people)
19.88,1173,Crowded Scene (17 people)
19.90,1174,Crowded Scene (17 people)
19.92,1175,Crowded Scene (17 people)
19.93,1176,Crowded Scene (17 people)
19.95,1177,Person 2294 Walking
19.95,1177,Crowded Scene (16 people)
19.97,1178,Person 2294 Walking
19.97,1178,Crowded Scene (16 people)
19.98,1179,Person 2292 Walking
19.98,1179,Person 2294 Walking
19.98,1179,Crowded Scene (16 people)
20.00,1180,Person 2111 Walking
20.00,1180,Crowded Scene (15 people)
20.02,1181,Person 2130 Walking
20.02,1181,Person 2111 Walking
20.02,1181,Crowded Scene (15 people)
20.03,1182,Person 2237 Walking
20.03,1182,Crowded Scene (14 people)
20.05,1183,Person 2237 Walking
20.05,1183,Crowded Scene (14 people)
20.07,1184,Person 2237 Walking
20.07,1184,Crowded Scene (13 people)
20.08,1185,Crowded Scene (13 people)
20.10,1186,Crowded Scene (13 people)
20.12,1187,Crowded Scene (12 people)
20.14,1188,Person 2326 Walking
20.14,1188,Crowded Scene (12 people)
20.15,1189,Person 2248 Walking
20.15,1189,Person 2326 Walking
20.15,1189,Crowded Scene (11 people)
20.17,1190,Crowded Scene (10 people)
20.19,1191,Vehicle 2289 Stopping
20.19,1191,Crowded Scene (10 people)
20.20,1192,Vehicle 2289 Stopping
20.20,1192,Crowded Scene (10 people)
20.22,1193,Vehicle 2289 Stopping
20.22,1193,Crowded Scene (10 people)
20.24,1194,Vehicle 2289 Stopping
20.24,1194,Crowded Scene (9 people)
20.25,1195,Vehicle 2289 Stopping
20.25,1195,Crowded Scene (9 people)
20.27,1196,Person 2267 Walking
20.27,1196,Vehicle 2289 Stopping
20.27,1196,Crowded Scene (9 people)
20.29,1197,Person 2267 Walking
20.29,1197,Vehicle 2289 Stopping
20.29,1197,Crowded Scene (9 people)
20.31,1198,Vehicle 2289 Stopping
20.31,1198,Crowded Scene (10 people)
20.32,1199,Vehicle 2289 Stopping
20.32,1199,Crowded Scene (10 people)
20.34,1200,Vehicle 2289 Stopping
20.34,1200,Crowded Scene (9 people)
20.36,1201,Vehicle 2289 Stopping
20.36,1201,Vehicle 2332 Stopping
20.36,1201,Crowded Scene (9 people)
20.37,1202,Vehicle 2289 Stopping
20.37,1202,Vehicle 2332 Stopping
20.37,1202,Person 2356 Walking
20.37,1202,Crowded Scene (8 people)
20.39,1203,Vehicle 2289 Stopping
20.39,1203,Vehicle 2332 Stopping
20.39,1203,Crowded Scene (8 people)
20.41,1204,Vehicle 2289 Stopping
20.41,1204,Vehicle 2332 Stopping
20.41,1204,Crowded Scene (8 people)
20.42,1205,Vehicle 2289 Stopping
20.42,1205,Vehicle 2332 Stopping
20.42,1205,Crowded Scene (8 people)
20.44,1206,Vehicle 2289 Stopping
20.44,1206,Vehicle 2332 Stopping
20.44,1206,Crowded Scene (8 people)
20.46,1207,Person 2040 Walking
20.46,1207,Vehicle 2289 Stopping
20.46,1207,Vehicle 2332 Stopping
20.46,1207,Crowded Scene (8 people)
20.47,1208,Person 5 Walking
20.47,1208,Person 2040 Walking
20.47,1208,Vehicle 2289 Stopping
20.47,1208,Vehicle 2332 Stopping
20.47,1208,Crowded Scene (8 people)
20.49,1209,Vehicle 2289 Stopping
20.49,1209,Vehicle 2332 Stopping
20.49,1209,Crowded Scene (7 people)
20.51,1210,Person 5 Walking
20.51,1210,Vehicle 2289 Stopping
20.51,1210,Vehicle 2332 Stopping
20.51,1210,Crowded Scene (7 people)
20.53,1211,Vehicle 2289 Stopping
20.53,1211,Vehicle 2332 Stopping
20.53,1211,Crowded Scene (8 people)
20.54,1212,Vehicle 2289 Stopping
20.54,1212,Vehicle 2332 Stopping
20.54,1212,Person 2366 Walking
20.54,1212,Crowded Scene (8 people)
20.56,1213,Vehicle 2289 Stopping
20.56,1213,Vehicle 2332 Stopping
20.56,1213,Person 2366 Walking
20.56,1213,Crowded Scene (7 people)
20.58,1214,Vehicle 2289 Stopping
20.58,1214,Vehicle 2332 Stopping
20.58,1214,Crowded Scene (8 people)
20.59,1215,Vehicle 2289 Stopping
20.59,1215,Vehicle 2332 Stopping
20.59,1215,Person 2370 Walking
20.59,1215,Crowded Scene (8 people)
20.61,1216,Vehicle 2289 Stopping
20.61,1216,Vehicle 2332 Stopping
20.61,1216,Person 2370 Walking
20.61,1216,Crowded Scene (8 people)
20.63,1217,Vehicle 2289 Stopping
20.63,1217,Vehicle 2332 Stopping
20.63,1217,Crowded Scene (8 people)
20.64,1218,Vehicle 2289 Stopping
20.64,1218,Vehicle 2332 Stopping
20.64,1218,Crowded Scene (8 people)
20.66,1219,Vehicle 2289 Stopping
20.66,1219,Vehicle 2332 Stopping
20.66,1219,Crowded Scene (8 people)
20.68,1220,Vehicle 2289 Stopping
20.68,1220,Vehicle 2332 Stopping
20.68,1220,Crowded Scene (8 people)
20.69,1221,Vehicle 2289 Stopping
20.69,1221,Vehicle 2332 Stopping
20.69,1221,Crowded Scene (8 people)
20.71,1222,Vehicle 2289 Stopping
20.71,1222,Vehicle 2332 Stopping
20.71,1222,Crowded Scene (8 people)
20.73,1223,Vehicle 2289 Stopping
20.73,1223,Vehicle 2332 Stopping
20.73,1223,Person 2366 Walking
20.73,1223,Crowded Scene (8 people)
20.75,1224,Person 2248 Walking
20.75,1224,Vehicle 2289 Stopping
20.75,1224,Vehicle 2332 Stopping
20.75,1224,Crowded Scene (9 people)
20.76,1225,Person 2267 Walking
20.76,1225,Vehicle 2289 Stopping
20.76,1225,Vehicle 2332 Stopping
20.76,1225,Person 2366 Walking
20.76,1225,Crowded Scene (7 people)
20.78,1226,Person 2267 Walking
20.78,1226,Vehicle 2289 Stopping
20.78,1226,Vehicle 2332 Stopping
20.78,1226,Person 2385 Walking
20.78,1226,Crowded Scene (7 people)
20.80,1227,Vehicle 2289 Stopping
20.80,1227,Vehicle 2332 Stopping
20.80,1227,Person 2356 Walking
20.80,1227,Person 2370 Walking
20.80,1227,Crowded Scene (6 people)
20.81,1228,Person 1950 Walking
20.81,1228,Vehicle 2289 Stopping
20.81,1228,Vehicle 2332 Stopping
20.81,1228,Person 2356 Walking
20.81,1228,Person 2370 Walking
20.81,1228,Crowded Scene (6 people)
20.83,1229,Person 1950 Walking
20.83,1229,Vehicle 2289 Stopping
20.83,1229,Vehicle 2332 Stopping
20.83,1229,Person 2356 Walking
20.83,1229,Crowded Scene (6 people)
20.85,1230,Person 1950 Walking
20.85,1230,Vehicle 2289 Stopping
20.85,1230,Vehicle 2332 Stopping
20.85,1230,Person 2356 Walking
20.85,1230,Crowded Scene (6 people)
20.86,1231,Person 1950 Walking
20.86,1231,Vehicle 2332 Stopping
20.86,1231,Crowded Scene (5 people)
20.88,1232,Person 1950 Walking
20.88,1232,Vehicle 2332 Stopping
20.88,1232,Crowded Scene (6 people)
20.90,1233,Vehicle 2332 Stopping
20.90,1233,Person 2405 Walking
20.90,1233,Crowded Scene (5 people)
20.92,1234,Vehicle 2332 Stopping
20.92,1234,Person 2405 Walking
20.92,1234,Crowded Scene (5 people)
20.93,1235,Vehicle 2332 Stopping
20.95,1236,Vehicle 2332 Stopping
20.95,1236,Person 2370 Walking
20.97,1237,Vehicle 2332 Stopping
20.97,1237,Person 2370 Walking
20.98,1238,Vehicle 2332 Stopping
20.98,1238,Person 2385 Walking
21.00,1239,Vehicle 2332 Stopping
21.00,1239,Person 2385 Walking
21.02,1240,Vehicle 2332 Stopping
21.02,1240,Person 2370 Walking
21.03,1241,Vehicle 2332 Stopping
21.03,1241,Person 2370 Walking
21.10,1245,Person 2309 Walking
21.12,1246,Person 2309 Walking
21.22,1252,Person 2452 Walking
21.24,1253,Person 2452 Walking
21.25,1254,Person 2452 Walking
21.27,1255,Person 2452 Walking
21.29,1256,Person 2452 Walking
21.31,1257,Person 2452 Walking
21.31,1257,Person 2310 Walking
21.32,1258,Person 2452 Walking
21.34,1259,Person 2452 Walking
21.36,1260,Person 2452 Walking
21.37,1261,Person 2452 Walking
21.39,1262,Person 2452 Walking
21.41,1263,Person 2452 Walking
21.42,1264,Person 2452 Walking
21.44,1265,Person 2452 Walking
21.46,1266,Person 2452 Walking
21.47,1267,Person 2452 Walking
21.49,1268,Person 2452 Walking
21.51,1269,Person 2452 Walking
21.53,1270,Person 2452 Walking
21.54,1271,Person 2452 Walking
21.54,1271,Crowded Scene (5 people)
21.56,1272,Person 2452 Walking
21.56,1272,Person 2507 Walking
21.56,1272,Crowded Scene (5 people)
21.58,1273,Person 2452 Walking
21.58,1273,Crowded Scene (5 people)
21.59,1274,Person 2385 Walking
21.59,1274,Person 2452 Walking
21.59,1274,Crowded Scene (7 people)
21.61,1275,Person 2452 Walking
21.61,1275,Crowded Scene (6 people)
21.63,1276,Person 2452 Walking
21.63,1276,Crowded Scene (7 people)
21.64,1277,Person 2452 Walking
21.64,1277,Crowded Scene (8 people)
21.66,1278,Person 2452 Walking
21.66,1278,Person 2522 Walking
21.66,1278,Person 2521 Walking
21.66,1278,Crowded Scene (8 people)
21.68,1279,Person 2452 Walking
21.68,1279,Person 2521 Walking
21.68,1279,Crowded Scene (7 people)
21.69,1280,Person 2452 Walking
21.69,1280,Crowded Scene (8 people)
21.71,1281,Person 2452 Walking
21.71,1281,Person 2521 Walking
21.71,1281,Person 2487 Walking
21.71,1281,Person 2522 Walking
21.71,1281,Crowded Scene (10 people)
21.73,1282,Vehicle 2437 Stopping
21.73,1282,Person 2452 Walking
21.73,1282,Crowded Scene (10 people)
21.75,1283,Vehicle 2437 Stopping
21.75,1283,Person 2452 Walking
21.75,1283,Crowded Scene (9 people)
21.76,1284,Vehicle 2437 Stopping
21.76,1284,Person 2452 Walking
21.76,1284,Crowded Scene (11 people)
21.78,1285,Vehicle 2437 Stopping
21.78,1285,Person 2452 Walking
21.78,1285,Person 2487 Walking
21.78,1285,Person 2544 Walking
21.78,1285,Crowded Scene (11 people)
21.80,1286,Vehicle 2437 Stopping
21.80,1286,Person 2452 Walking
21.80,1286,Person 2487 Walking
21.80,1286,Person 2522 Walking
21.80,1286,Person 2544 Walking
21.80,1286,Crowded Scene (12 people)
21.81,1287,Person 2385 Walking
21.81,1287,Vehicle 2437 Stopping
21.81,1287,Person 2452 Walking
21.81,1287,Person 2544 Walking
21.81,1287,Person 2549 Walking
21.81,1287,Person 2521 Walking
21.81,1287,Crowded Scene (12 people)
